ISO_Code,City,AccentCity,Reference_year,Total,Male,Female,Literacy_Rate
la ,la plata,La Plata,2012,74,88,61,High
lou,loughboro,Loughboro,2010,74,69,25,High
mau,maulsby,Maulsby,2008,74,49,66,High
med,medoc,Medoc,2004,74,29,88,High
men,mendota,Mendota,2002,74,31,56,High
mex,mexico,Mexico,2005,74,80,48,High
ofa,ofallon,Ofallon,2006,74,28,38,High
phe,phelps,Phelps,2017,74,82,42,High
pra,pratt,Pratt,2004,74,20,35,High
pre,prettyman,Prettyman,2009,74,67,60,High
sch,school,School,2005,74,31,89,High
set,settletown,Settletown,2001,74,54,66,High
sna,snadon ford,Snadon Ford,2009,74,51,41,High
syc,sycamore hills,Sycamore Hills,2009,74,49,99,High
twi,twin springs,Twin Springs,2001,74,78,41,High
var,varvol,Varvol,2002,74,26,61,High
wad,wadell,Wadell,2007,74,20,97,High
win,wintersville,Wintersville,2008,74,64,41,High
aug,augusta,Augusta,2001,74,43,99,High
b a,b and r subdivision,B And R Subdivision,2003,74,29,52,High
big,big pines mobile court,Big Pines Mobile Court,2016,74,68,32,High
big,big sandy,Big Sandy,2005,74,83,67,High
bro,broadview,Broadview,2004,74,29,75,High
cor,cordova,Cordova,2017,74,26,88,High
eve,evergreen,Evergreen,2013,74,38,36,High
gra,grantsdale,Grantsdale,2016,74,20,75,High
gre,great falls,Great Falls,2003,74,26,37,High
hil,hillside trailer court,Hillside Trailer Court,2002,74,82,97,High
hin,hinsdale,Hinsdale,2016,74,77,69,High
hof,hoffman,Hoffman,2001,74,61,36,High
moe,moes trailer court,Moes Trailer Court,2009,74,52,37,High
ple,pleasant park mobile home court,Pleasant Park Mobile Home Court,2009,74,36,76,High
san,sanders,Sanders,2013,74,56,77,High
sed,sedan,Sedan,2011,74,87,20,High
vir,virgelle,Virgelle,2004,74,79,35,High
alt,altona,Altona,2012,74,79,80,High
arb,arbor,Arbor,2014,74,90,29,High
bel,belfast,Belfast,2014,74,79,60,High
bru,brule,Brule,2003,74,30,35,High
elk,elkhorn,Elkhorn,2006,74,81,42,High
eme,emerick,Emerick,2001,74,42,47,High
gil,giltner,Giltner,2005,74,73,69,High
hun,huntsman,Huntsman,2003,74,23,59,High
mil,mills,Mills,2009,74,66,20,High
new,newman grove,Newman Grove,2010,74,56,84,High
nor,north star,North Star,2015,74,78,64,High
oak,oakdale,Oakdale,2009,74,83,85,High
orl,orleans,Orleans,2015,74,43,28,High
oxf,oxford junction,Oxford Junction,2014,74,80,61,High
roc,rockford,Rockford,2006,74,47,61,High
rog,rogers,Rogers,2017,74,20,29,High
smi,smith trailer court,Smith Trailer Court,2005,74,93,32,High
tow,town and country mobile homes,Town And Country Mobile Homes,2009,74,20,24,High
wat,waterbury,Waterbury,2004,74,60,47,High
win,winside,Winside,2010,74,55,74,High
win,winslow,Winslow,2013,74,21,43,High
gol,gold quartz,Gold Quartz,2015,74,75,22,High
pla,placerites,Placerites,2009,74,50,95,High
roa,roach,Roach,2010,74,27,82,High
acw,acworth,Acworth,2001,74,42,70,High
ant,antrim,Antrim,2003,74,40,37,High
che,chesham,Chesham,2002,74,77,94,High
har,harrisville,Harrisville,2001,74,30,35,High
joc,jockey hill,Jockey Hill,2016,74,41,20,High
mar,martin crossing,Martin Crossing,2004,74,26,81,High
pit,pittsfield,Pittsfield,2016,74,40,23,High
rob,roby,Roby,2007,74,50,72,High
rye,rye north beach,Rye North Beach,2010,74,84,47,High
sou,south kingston,South Kingston,2002,74,49,49,High
sug,sugar hill,Sugar Hill,2015,74,82,89,High
tow,town hall corner,Town Hall Corner,2006,74,33,23,High
wau,waumbeck junction,Waumbeck Junction,2013,74,95,25,High
and,andover junction,Andover Junction,2010,74,80,91,High
bat,batsto,Batsto,2007,74,41,27,High
bea,beaver dam,Beaver Dam,2004,74,44,65,High
bue,buena,Buena,2010,74,77,91,High
bur,burkesville,Burkesville,2000,74,42,80,High
cla,clara barton,Clara Barton,2006,74,96,69,High
clo,clover leaf lakes,Clover Leaf Lakes,2017,74,74,21,High
coo,cookstown,Cookstown,2001,74,56,56,High
cro,croxton,Croxton,2010,74,81,40,High
dem,demarest,Demarest,2005,74,61,61,High
dic,dickerson corner,Dickerson Corner,2011,74,61,46,High
dov,dover,Dover,2006,74,68,41,High
fra,franklin grove,Franklin Grove,2007,74,82,62,High
hen,henningers mill,Henningers Mill,2013,74,54,40,High
hou,houses corner,Houses Corner,2000,74,92,47,High
ken,kennedys,Kennedys,2014,74,48,54,High
kin,king crab landing,King Crab Landing,2009,74,55,64,High
law,lawrenceville,Lawrenceville,2007,74,68,77,High
leo,leonardo,Leonardo,2012,74,20,63,High
mac,macarthur manor,Macarthur Manor,2003,74,39,62,High
mck,mckee city,Mckee City,2017,74,46,66,High
mid,middle valley,Middle Valley,2013,74,72,62,High
nat,national park,National Park,2013,74,62,85,High
new,newfoundland,Newfoundland,2008,74,86,48,High
phi,phillipsburg,Phillipsburg,2014,74,61,63,High
pin,pine brook,Pine Brook,2015,74,96,40,High
ple,pleasant valley,Pleasant Valley,2007,74,86,37,High
poi,pointers,Pointers,2003,74,62,53,High
roc,rockingham,Rockingham,2016,74,75,22,High
sev,seven stars,Seven Stars,2006,74,21,87,High
sew,sewaren,Sewaren,2004,74,42,43,High
sil,siloam,Siloam,2005,74,60,32,High
sun,sunset beach,Sunset Beach,2003,74,56,98,High
swa,swain,Swain,2004,74,63,65,High
wes,west orange,West Orange,2014,74,22,38,High
whi,white horse,White Horse,2011,74,90,42,High
ben,benson place,Benson Place,2001,74,47,74,High
dou,double crossing,Double Crossing,2007,74,39,47,High
eak,eakins,Eakins,2003,74,59,80,High
hig,higgins place,Higgins Place,2000,74,100,92,High
hig,high lonesome wells,High Lonesome Wells,2012,74,88,65,High
los,los cordovas,Los Cordovas,2017,74,55,49,High
min,mineral hill,Mineral Hill,2012,74,71,58,High
mon,monte aplanado,Monte Aplanado,2003,74,91,69,High
old,old campbell place,Old Campbell Place,2005,74,78,73,High
rom,romero place,Romero Place,2006,74,71,70,High
ruy,ruyle place,Ruyle Place,2010,74,100,96,High
val,val verde ski area,Val Verde Ski Area,2005,74,72,52,High
arc,arctic,Arctic,2008,74,38,39,High
arm,armonk,Armonk,2017,74,69,73,High
arr,arrochar,Arrochar,2009,74,55,43,High
atw,atwood,Atwood,2015,74,84,27,High
bal,balltown,Balltown,2015,74,30,22,High
bel,bellwood,Bellwood,2007,74,95,57,High
blo,blooming grove,Blooming Grove,2002,74,34,55,High
bou,bournes beach,Bournes Beach,2010,74,81,90,High
bro,brooks corner,Brooks Corner,2004,74,52,97,High
bro,brooktondale,Brooktondale,2017,74,29,56,High
car,caroline center,Caroline Center,2014,74,49,65,High
cas,castle creek,Castle Creek,2013,74,45,40,High
cat,cattaraugus,Cattaraugus,2010,74,69,79,High
cha,charlesworth corners,Charlesworth Corners,2015,74,31,97,High
clo,clove,Clove,2013,74,24,64,High
con,conklin center,Conklin Center,2000,74,43,52,High
cra,craigs,Craigs,2010,74,42,61,High
cru,crum town,Crum Town,2009,74,55,51,High
deb,debruce,Debruce,2010,74,22,88,High
del,delhi,Delhi,2014,74,25,86,High
dep,depew,Depew,2004,74,58,76,High
dow,downsville,Downsville,2001,74,61,84,High
dur,durkeetown,Durkeetown,2000,74,40,57,High
dut,dutch settlement,Dutch Settlement,2003,74,32,26,High
eas,east springfield,East Springfield,2011,74,76,92,High
eas,east whitehall,East Whitehall,2003,74,100,83,High
eds,edson,Edson,2002,74,39,40,High
elm,elmdale,Elmdale,2006,74,31,43,High
elm,elmira heights,Elmira Heights,2006,74,27,36,High
fra,franklinville,Franklinville,2004,74,35,23,High
fre,fredonia,Fredonia,2013,74,36,31,High
fre,frenchville,Frenchville,2002,74,83,97,High
gen,genoa,Genoa,2007,74,66,48,High
han,hanford bay,Hanford Bay,2008,74,27,63,High
hol,holland cove,Holland Cove,2017,74,56,84,High
iro,ironville,Ironville,2015,74,34,48,High
jac,jackson heights,Jackson Heights,2013,74,20,71,High
jen,jenksville,Jenksville,2011,74,36,25,High
lak,lake colby,Lake Colby,2011,74,94,30,High
lau,laughing waters,Laughing Waters,2007,74,57,24,High
lav,laverys corner,Laverys Corner,2005,74,62,77,High
loc,lockport,Lockport,2002,74,33,78,High
low,lower genegantslet corner,Lower Genegantslet Corner,2000,74,73,41,High
mod,modena,Modena,2003,74,33,60,High
mun,munsons corners,Munsons Corners,2016,74,69,31,High
nor,north cambridge,North Cambridge,2014,74,54,99,High
nor,north hillsdale,North Hillsdale,2002,74,20,72,High
nor,north pharsalia,North Pharsalia,2014,74,62,20,High
obe,obernburg,Obernburg,2008,74,34,65,High
pai,painted post,Painted Post,2014,74,70,29,High
pal,palentown,Palentown,2010,74,76,35,High
par,park village,Park Village,2005,74,37,22,High
pla,plainville,Plainville,2006,74,36,33,High
ric,richburg,Richburg,2017,74,48,92,High
rig,riga,Riga,2000,74,55,70,High
riv,rivergate,Rivergate,2005,74,58,82,High
riv,riverside manors,Riverside Manors,2015,74,21,75,High
roc,rochester,Rochester,2016,74,47,33,High
rud,rudco,Rudco,2011,74,36,49,High
sam,samsonville,Samsonville,2012,74,82,83,High
sea,seaside,Seaside,2004,74,94,33,High
she,shepards corner,Shepards Corner,2012,74,46,36,High
sly,slyboro,Slyboro,2013,74,76,74,High
smi,smith valley,Smith Valley,2005,74,92,80,High
sou,south danby,South Danby,2008,74,57,96,High
sta,stanfordville,Stanfordville,2009,74,92,42,High
sta,standish,Standish,2009,74,91,42,High
tay,taylortown,Taylortown,2009,74,48,87,High
tro,trout river,Trout River,2006,74,44,95,High
uls,ulster park,Ulster Park,2001,74,57,30,High
war,warrens corners,Warrens Corners,2001,74,97,75,High
way,wayland,Wayland,2017,74,49,40,High
yor,yorktown,Yorktown,2015,74,69,41,High
air,airboro,Airboro,2005,74,92,56,High
app,apple ridge,Apple Ridge,2005,74,86,97,High
arc,archdale,Archdale,2003,74,23,83,High
ash,ashley heights,Ashley Heights,2007,74,93,86,High
bon,bonanza hills,Bonanza Hills,2005,74,75,71,High
boo,boone trail,Boone Trail,2005,74,21,39,High
bra,brassfield,Brassfield,2017,74,25,42,High
bur,burton hills,Burton Hills,2013,74,100,48,High
but,butler crossroads,Butler Crossroads,2001,74,23,74,High
cab,cabin,Cabin,2005,74,38,25,High
can,canaan park,Canaan Park,2000,74,33,73,High
car,carthage,Carthage,2016,74,97,41,High
cas,casar,Casar,2014,74,70,26,High
cri,crisp,Crisp,2001,74,22,89,High
dub,dublin,Dublin,2017,74,63,29,High
edg,edgewood park,Edgewood Park,2015,74,84,84,High
fai,fairmont,Fairmont,2014,74,57,33,High
fie,fields,Fields,2007,74,83,65,High
fis,fisher town,Fisher Town,2006,74,91,90,High
fla,flat creek,Flat Creek,2017,74,67,27,High
for,forest valley mobile home subdivision,Forest Valley Mobile Home Subdivision,2010,74,49,51,High
fri,frisco,Frisco,2014,74,89,22,High
gle,glenn brook,Glenn Brook,2014,74,29,52,High
gol,gold hill,Gold Hill,2011,74,76,80,High
har,harnett,Harnett,2014,74,72,98,High
hig,highlands,Highlands,2011,74,79,34,High
hol,hollyville,Hollyville,2015,74,50,50,High
ken,kennel beach,Kennel Beach,2003,74,23,87,High
kuh,kuhns,Kuhns,2017,74,81,22,High
lak,lake ellen,Lake Ellen,2013,74,24,41,High
lon,long bluff landing,Long Bluff Landing,2008,74,55,50,High
mcg,mcgowans crossroads,Mcgowans Crossroads,2003,74,41,94,High
mer,merry oaks,Merry Oaks,2015,74,47,82,High
mil,mill spring,Mill Spring,2011,74,73,39,High
mor,moretz,Moretz,2012,74,43,100,High
oly,olympia,Olympia,2000,74,75,56,High
osm,osmond,Osmond,2000,74,47,73,High
pau,pauls crossing,Pauls Crossing,2017,74,66,46,High
por,porter junction,Porter Junction,2001,74,63,28,High
rub,rubyatt,Rubyatt,2014,74,59,94,High
run,runion,Runion,2014,74,51,85,High
sal,salter path,Salter Path,2004,74,51,23,High
sem,seminole,Seminole,2003,74,53,36,High
she,sheephead rock,Sheephead Rock,2006,74,55,21,High
she,shelter neck,Shelter Neck,2009,74,63,68,High
shi,shines crossroads,Shines Crossroads,2017,74,71,85,High
sil,silver valley,Silver Valley,2007,74,55,30,High
tuc,tuckaway park,Tuckaway Park,2006,74,93,28,High
tul,tulls mill,Tulls Mill,2012,74,59,65,High
twi,twin lakes,Twin Lakes,2002,74,49,74,High
wal,walnut cove,Walnut Cove,2013,74,91,100,High
wel,weldon,Weldon,2008,74,23,68,High
whi,whittier,Whittier,2013,74,28,94,High
wil,wilton,Wilton,2002,74,22,34,High
woo,woodley,Woodley,2011,74,36,22,High
yuc,yucca village,Yucca Village,2002,74,95,63,High
are,arena,Arena,2009,74,27,67,High
bis,bismarck,Bismarck,2015,74,28,60,High
cli,clifford,Clifford,2012,74,41,52,High
eme,emerado,Emerado,2016,74,46,55,High
ess,essex,Essex,2012,74,85,91,High
gup,guptill,Guptill,2011,74,84,64,High
hav,havelock,Havelock,2001,74,67,95,High
lig,lignite,Lignite,2009,74,65,82,High
san,sanborn,Sanborn,2013,74,70,72,High
tag,tagus,Tagus,2013,74,22,85,High
san,san vincente,San Vincente,2013,74,45,64,High
ada,adams mills,Adams Mills,2008,74,71,86,High
ash,ashdale,Ashdale,2007,74,70,67,High
ber,bernice,Bernice,2013,74,91,38,High
bla,blake,Blake,2003,74,100,83,High
bos,bostelmans corners,Bostelmans Corners,2017,74,56,68,High
bra,bradysville,Bradysville,2011,74,53,83,High
buc,bucks mill,Bucks Mill,2008,74,53,58,High
car,carletonville,Carletonville,2006,74,41,43,High
clo,clover,Clover,2017,74,54,60,High
coi,coitsville center,Coitsville Center,2000,74,46,40,High
con,converse,Converse,2003,74,20,100,High
cor,cornersburg,Cornersburg,2000,74,51,88,High
cou,country haven mobile home park,Country Haven Mobile Home Park,2013,74,87,33,High
dig,digby,Digby,2009,74,56,83,High
dra,drake,Drake,2009,74,78,87,High
ebe,ebenezer,Ebenezer,2005,74,26,77,High
fer,fernald,Fernald,2014,74,95,75,High
fra,frank,Frank,2010,74,20,90,High
gil,gillivan,Gillivan,2008,74,45,58,High
gre,greyhound,Greyhound,2005,74,34,73,High
hoc,hocking,Hocking,2007,74,95,50,High
kno,knollwood village,Knollwood Village,2010,74,86,24,High
kos,kossuth,Kossuth,2016,74,27,57,High
lis,lisbon,Lisbon,2006,74,71,57,High
loc,lockington,Lockington,2006,74,69,60,High
lov,loveland park,Loveland Park,2014,74,58,84,High
mat,mathers mills,Mathers Mills,2015,74,59,91,High
may,may hill,May Hill,2000,74,33,91,High
mca,mcarthur,Mcarthur,2002,74,88,64,High
mil,miltomson,Miltomson,2008,74,80,60,High
mor,morral,Morral,2004,74,24,74,High
mou,mount forest trails,Mount Forest Trails,2005,74,96,86,High
new,new matamoras,New Matamoras,2005,74,26,21,High
pat,patriot,Patriot,2012,74,71,71,High
rat,rathbone,Rathbone,2002,74,89,89,High
ray,ray,Ray,2011,74,32,50,High
roc,rock camp,Rock Camp,2012,74,36,68,High
rou,round bottom,Round Bottom,2017,74,41,76,High
row,rowlesville,Rowlesville,2005,74,25,92,High
say,sayre,Sayre,2017,74,79,75,High
sch,schumm,Schumm,2005,74,55,96,High
sek,sekitan,Sekitan,2006,74,95,70,High
sha,shadeville,Shadeville,2007,74,98,26,High
she,sherman corners,Sherman Corners,2013,74,65,96,High
sli,sligo,Sligo,2013,74,96,39,High
slo,slough,Slough,2005,74,65,29,High
sou,south swanton,South Swanton,2003,74,32,43,High
syb,sybene,Sybene,2008,74,38,98,High
tab,taborville,Taborville,2000,74,61,52,High
the,the angle,The Angle,2004,74,31,95,High
the,the bend,The Bend,2007,74,39,52,High
uni,uniopolis,Uniopolis,2008,74,46,58,High
upp,upper arlington,Upper Arlington,2007,74,39,41,High
wal,wallopsburg,Wallopsburg,2005,74,48,23,High
wes,west millgrove,West Millgrove,2011,74,54,26,High
wes,westfield center,Westfield Center,2011,74,98,42,High
wyo,wyoming,Wyoming,2017,74,60,25,High
yor,york center,York Center,2011,74,83,61,High
als,alston,Alston,2006,74,20,26,High
bea,beachton,Beachton,2017,74,27,79,High
bor,bordeaux,Bordeaux,2015,74,78,49,High
car,carl,Carl,2012,74,67,31,High
car,carney,Carney,2007,74,91,37,High
cim,cimarron city,Cimarron City,2016,74,89,43,High
cox,coxs corner,Coxs Corner,2016,74,57,32,High
del,delaware,Delaware,2001,74,20,47,High
dut,dutton,Dutton,2005,74,84,47,High
fol,foley,Foley,2011,74,48,70,High
hug,hughart,Hughart,2016,74,46,31,High
lah,lahoma,Lahoma,2001,74,21,70,High
mac,mackie,Mackie,2002,74,35,93,High
mcw,mcwillie,Mcwillie,2008,74,24,51,High
ool,oologah,Oologah,2004,74,52,74,High
pat,patterson,Patterson,2001,74,71,75,High
pen,pensacola,Pensacola,2011,74,67,51,High
pum,pumpkin center,Pumpkin Center,2017,74,40,40,High
san,sandy,Sandy,2001,74,59,84,High
tis,tishomingo,Tishomingo,2006,74,58,33,High
tul,tullahassee,Tullahassee,2002,74,100,72,High
tur,turner,Turner,2015,74,58,29,High
tus,tushka,Tushka,2000,74,82,47,High
wil,willow,Willow,2002,74,21,20,High
cam,camp elkanah,Camp Elkanah,2005,74,67,58,High
col,colestin,Colestin,2015,74,34,53,High
cre,creston,Creston,2008,74,67,60,High
dra,drain,Drain,2000,74,36,83,High
for,fort rock,Fort Rock,2004,74,98,44,High
ham,hammond,Hammond,2006,74,20,56,High
har,harmony,Harmony,2014,74,65,94,High
lin,lincoln beach,Lincoln Beach,2011,74,75,76,High
oce,oceanside,Oceanside,2002,74,89,86,High
oys,oysterville,Oysterville,2004,74,99,32,High
pen,pendair heights,Pendair Heights,2007,74,39,32,High
pos,post,Post,2011,74,45,21,High
sub,sublimity,Sublimity,2008,74,49,97,High
tie,tiernan,Tiernan,2014,74,70,26,High
tim,timber,Timber,2004,74,26,83,High
ade,adelaide,Adelaide,2012,74,26,93,High
asy,asylum,Asylum,2004,74,24,26,High
bai,bair,Bair,2002,74,78,88,High
bel,bells,Bells,2013,74,64,96,High
ben,benfer,Benfer,2011,74,39,78,High
bet,bethelboro,Bethelboro,2001,74,89,77,High
bit,bittners mill,Bittners Mill,2011,74,96,85,High
bra,bradley junction,Bradley Junction,2015,74,78,51,High
bri,brinkerton,Brinkerton,2002,74,93,59,High
bro,browns,Browns,2010,74,46,92,High
buc,bucksville manor,Bucksville Manor,2015,74,41,42,High
buy,buyerstown,Buyerstown,2017,74,41,58,High
car,carpenter hollow,Carpenter Hollow,2016,74,73,26,High
cas,cashtown,Cashtown,2005,74,30,79,High
cen,center square,Center Square,2001,74,63,82,High
che,cherry city,Cherry City,2014,74,43,56,High
clo,clover run,Clover Run,2001,74,92,70,High
con,conneautville,Conneautville,2008,74,65,47,High
con,connerton,Connerton,2006,74,48,94,High
cre,creekside,Creekside,2016,74,89,67,High
cro,crosskill mills,Crosskill Mills,2014,74,82,84,High
den,dennys mills,Dennys Mills,2017,74,77,22,High
dev,devault,Devault,2008,74,75,54,High
dow,downey,Downey,2010,74,29,37,High
elk,elk mills,Elk Mills,2000,74,45,22,High
eng,english mills,English Mills,2015,74,96,30,High
far,farquhar,Farquhar,2013,74,81,56,High
fay,fayfield,Fayfield,2008,74,60,52,High
fis,fishers ferry,Fishers Ferry,2015,74,41,95,High
fli,flintville,Flintville,2014,74,86,25,High
for,forbes road,Forbes Road,2009,74,31,98,High
gal,gallagherville,Gallagherville,2010,74,94,57,High
ger,germansville,Germansville,2016,74,73,31,High
gra,graham crossing,Graham Crossing,2014,74,31,73,High
hem,hemlock grove,Hemlock Grove,2010,74,82,24,High
hen,henderson park,Henderson Park,2005,74,94,60,High
hen,hensingersville,Hensingersville,2000,74,74,89,High
her,herndon,Herndon,2015,74,79,33,High
hic,hickory hill,Hickory Hill,2002,74,82,63,High
hic,hicksville,Hicksville,2010,74,91,37,High
hid,hidden valley,Hidden Valley,2008,74,95,32,High
hob,hoban heights,Hoban Heights,2016,74,45,25,High
hok,hokes,Hokes,2015,74,77,99,High
hol,hollars hill,Hollars Hill,2012,74,66,47,High
hor,horatio,Horatio,2015,74,62,98,High
hus,huston run,Huston Run,2001,74,42,28,High
kan,kanesholm,Kanesholm,2004,74,58,50,High
kan,kantz,Kantz,2006,74,93,68,High
kim,kimble corners,Kimble Corners,2017,74,85,63,High
kre,kregar,Kregar,2011,74,34,87,High
lan,lancasterville,Lancasterville,2017,74,22,80,High
lan,langdondale,Langdondale,2004,74,70,50,High
lau,laurel,Laurel,2010,74,58,62,High
lau,laurel gardens,Laurel Gardens,2017,74,82,22,High
led,lederach,Lederach,2003,74,87,98,High
mar,marshall heights,Marshall Heights,2016,74,74,65,High
mec,mechanics valley,Mechanics Valley,2001,74,22,26,High
met,metal,Metal,2008,74,43,75,High
min,mineral springs,Mineral Springs,2010,74,64,38,High
mou,mount jackson,Mount Jackson,2014,74,29,42,High
mou,mount vernon,Mount Vernon,2008,74,50,72,High
neo,neola,Neola,2012,74,81,34,High
new,new jerusalem,New Jerusalem,2011,74,70,90,High
new,new providence,New Providence,2016,74,62,85,High
new,newfield junction,Newfield Junction,2017,74,86,82,High
new,newtown heights,Newtown Heights,2005,74,24,48,High
nic,nicklin,Nicklin,2007,74,91,29,High
obe,obelisk,Obelisk,2012,74,85,76,High
pao,paoli,Paoli,2004,74,52,34,High
phi,phillipsville,Phillipsville,2012,74,87,75,High
pin,pinecroft,Pinecroft,2009,74,20,72,High
plu,plunkett,Plunkett,2012,74,47,61,High
pri,pricedale,Pricedale,2007,74,92,93,High
pri,princeton,Princeton,2006,74,84,31,High
qua,quaker city,Quaker City,2013,74,96,48,High
red,redclyffe,Redclyffe,2003,74,73,77,High
ren,renningers,Renningers,2011,74,30,27,High
res,reservoir heights,Reservoir Heights,2011,74,72,76,High
rin,rinely,Rinely,2008,74,56,33,High
rob,robin heights,Robin Heights,2001,74,28,20,High
sai,saint clairsville,Saint Clairsville,2007,74,52,32,High
shi,shillington,Shillington,2002,74,78,66,High
sky,skyline heights,Skyline Heights,2005,74,80,33,High
sli,slickville,Slickville,2008,74,59,36,High
sou,south altoona,South Altoona,2002,74,91,77,High
sou,south towanda,South Towanda,2011,74,86,61,High
spr,spraggs,Spraggs,2017,74,97,55,High
sta,stairville,Stairville,2014,74,70,42,High
