City,Ease_of_Transport_Rank,Transport_level
Falkner,1321,High
Falkville,1322,High
Falliston,1323,High
Falls City,1324,High
Falls Junction,1325,High
Fannings Crossing,1326,High
Farill,1327,High
Farley,1328,High
Farmersville,1329,High
Farmville,1330,High
Farnell,1331,High
Fatama,1332,High
Faunsdale,1333,High
Faustinas,1334,High
Fayette,1335,High
Fayetteville,1336,High
Fays,1337,High
Feddisburg,1338,High
Fenton,1339,High
Ferguson,1340,High
Ferguson Crossroad,1341,High
Fernbank,1342,High
Fernland,1343,High
Fernwood Estates,1344,High
Ferry Shores,1345,High
Fieldstown,1346,High
Finchburg,1347,High
Finley,1348,High
Finley Crossing,1349,High
Fisher Crossroads,1350,High
Fish Pond,1351,High
Fishermans Resort,1352,High
Fishpond,1353,High
Fishtrap,1354,High
Fisk,1355,High
Fitee,1356,High
Fitzgerald Estates,1357,High
Fitzpatrick,1358,High
Five Points,1359,High
Five Forks,1360,High
Five Points East,1361,High
Five Points South,1362,High
Flanders,1363,High
Flat Creek,1364,High
Flat Rock,1365,High
Flat Top,1366,High
Flatwood,1367,High
Flatwoods,1368,High
Fleetwood,1369,High
Fleming Hills,1370,High
Fleming Meadows,1371,High
Flemington Heights,1372,High
Fleta,1373,High
Flint City,1374,High
Flint Hill,1375,High
Flippo Ford,1376,High
Flomaton,1377,High
Floral Crest,1378,High
Florala,1379,High
Florence,1380,High
Florette,1381,High
Flournoys,1382,High
Flower Hill,1383,High
Floyd,1384,High
Flynn Gin Landing,1385,High
Foley,1386,High
Folsom,1387,High
Foots Landing,1388,High
Ford City,1389,High
Fordyce,1390,High
Forest,1391,High
Forest Acres,1392,High
Forest Green,1393,High
Forest Green Park,1394,High
Forest Hill,1395,High
Forest Hills,1396,High
Forest Home,1397,High
Forest Park,1398,High
Forest View Estates,1399,High
Forestdale,1400,High
Forestdale Mobile Home Park,1401,High
Forester,1402,High
Forney,1403,High
Fort Dale,1404,High
Fort Davis,1405,High
Fort Deposit,1406,High
Fort Gaines,1407,High
Fort Mcdermott,1408,High
Forkland,1409,High
Forkville,1410,High
Forester Chapel,1411,High
Fort Mitchell,1412,High
Fort Morgan,1413,High
Fort Payne,1414,High
Fort Stoddard,1415,High
Foshee,1416,High
Fosheeton,1417,High
Foster Crossroad,1418,High
Foster Crossroads,1419,High
Foster Landing,1420,High
Fosters,1421,High
Fosters Mill,1422,High
Fostoria,1423,High
Fountain,1424,High
Four Mile,1425,High
Fountain Heights,1426,High
Four Point,1427,High
Fourmile,1428,High
Fowl River,1429,High
Fowler,1430,High
Fowler Spring,1431,High
Fowlers Crossroads,1432,High
Fox Trace,1433,High
Frances Heights,1434,High
Francis,1435,High
Francisco,1436,High
Frankfort,1437,High
Franklin,1438,High
Franklin Ford,1439,High
Franklin Gardens,1440,High
Frankville,1441,High
Fredonia,1442,High
Freeman Acres,1443,High
Freemanville,1444,High
Freetown,1445,High
Fremont,1446,High
French Mill,1447,High
Frenchtown,1448,High
Fridays Crossing,1449,High
Friendship,1450,High
Frisco,1451,High
Frisco City,1452,High
Frisco Quarters,1453,High
Frog Eye,1454,High
Frog Mountain,1455,High
Fruitdale,1456,High
Fruithurst,1457,High
Fuller,1458,High
Fuller Crossroad,1459,High
Fullers Crossroads,1460,High
Fullerton,1461,High
Fulton,1462,High
Fulton Bridge,1463,High
Fulton Springs,1464,High
Fultondale,1465,High
Fyffe,1466,High
Furman,1467,High
Gadsden,1468,High
Gable Cove,1469,High
Gage,1470,High
Gainestown,1471,High
Gainestown Landing,1472,High
Gainesville,1473,High
Gaino,1474,High
Gallant,1475,High
Gallion,1476,High
Galloway Landing,1477,High
Gallups Crossroads,1478,High
Gamble,1479,High
Ganer,1480,High
Gann Crossroad,1481,High
Gantts Junction,1482,High
Gantt,1483,High
Gantts Quarry,1484,High
Gap Of The Mountain,1485,High
Garden,1486,High
Garden City,1487,High
Gardendale,1488,High
Gardiners Gin,1489,High
Garland,1490,High
Garmon Crossroads,1491,High
Garnersville,1492,High
Garnsey,1493,High
Garnsey Number 2,1494,High
Garretts Crossroads,1495,High
Garth,1496,High
Gary Springs,1497,High
Garywood,1498,High
Gasque,1499,High
Gaston,1500,High
Gastonburg,1501,High
Gate City,1502,High
Gateswood,1503,High
Gauldinville,1504,High
Gaylesville,1505,High
Gayosa,1506,High
Geiger,1507,High
Genery,1508,High
Geneva,1509,High
Georgetown,1510,High
Georgia,1511,High
Georgiana,1512,High
Georgiaville,1513,High
Gerald,1514,High
Geraldine,1515,High
German Crossing,1516,High
German Ford,1517,High
Germania,1518,High
Gibson,1519,High
Gibson Crossroads,1520,High
Gibsonville,1521,High
Gilbert,1522,High
Gilbert Crossroads,1523,High
Giles,1524,High
Gilbertown,1525,High
Gilmore,1526,High
Gipsy,1527,High
Gilmore Quarters,1528,High
Girard,1529,High
Glades,1530,High
Gladstone,1531,High
Gladys Landing,1532,High
Glasgow,1533,High
Glasgow Corner,1534,High
Glass,1535,High
Glen Allen,1536,High
Glen Carbon,1537,High
Glen City,1538,High
Glen Hills,1539,High
Glen Mary,1540,High
Glencoe,1541,High
Glen Oaks,1542,High
Glendale,1543,High
Glendale Acres,1544,High
Glenview,1545,High
Glenville,1546,High
Glenwood,1547,High
Glover,1548,High
Gnatville,1549,High
Gobblers Crossing,1550,High
Goddard,1551,High
Godwin Estates,1552,High
Gold Branch,1553,High
Gold Hill,1554,High
Gold Mine,1555,High
Gold Ridge,1556,High
Golddust,1557,High
Golden Springs,1558,High
Goldville,1559,High
Gonce,1560,High
Goodson,1561,High
Good Hope,1562,High
Goodwater,1563,High
Goodsprings,1564,High
Goodman,1565,High
Good Springs,1566,High
Goodway,1567,High
Goodwins Mill,1568,High
Goodwyn,1569,High
Goodyear,1570,High
Gordo,1571,High
Gordon,1572,High
Gordon Heights,1573,High
Gordon Landing,1574,High
Gordonsville,1575,High
Gorgas,1576,High
Gosa,1577,High
Goshen,1578,High
Gosport,1579,High
Gosport Landing,1580,High
Gourdsville,1581,High
Graball,1582,High
Grace,1583,High
Grady,1584,High
Graham,1585,High
Grand Acres,1586,High
Grand Bay,1587,High
Grandberry Crossroads,1588,High
Grandview,1589,High
Grangeburg,1590,High
Grant,1591,High
Grant Town,1592,High
Grantley,1593,High
Grants Mill,1594,High
Grasmere,1595,High
Grasselli,1596,High
Grassland,1597,High
Grassy,1598,High
Gravel Hill,1599,High
Gravelly Springs,1600,High
Gray Hill,1601,High
Graymont,1602,High
Grayson,1603,High
Grayson Valley,1604,High
Graystone,1605,High
Graysville,1606,High
Grayton,1607,High
Green Acres,1608,High
Green Acres Estates,1609,High
Green Bay,1610,High
Green Pond,1611,High
Green Hill,1612,High
Green Street,1613,High
Greenbrier,1614,High
Greenfield,1615,High
Greenleas Heights,1616,High
Greens Crossroads,1617,High
Greensboro,1618,High
Greenville,1619,High
Greenwood,1620,High
Greenwycke Village,1621,High
Greer,1622,High
Griffen Mill,1623,High
Griffin Addition,1624,High
Griffin Heights,1625,High
Griffitts Lake Shore Subdivision,1626,High
Grimes,1627,High
Grove Hill,1628,High
Grove Oak,1629,High
Grove Park,1630,High
Grover,1631,High
Gu-Win,1632,High
Guerryton,1633,High
Guest,1634,High
Guin,1635,High
Guinea,1636,High
Guinn Cross Roads,1637,High
Gum Spring,1638,High
Gum Springs,1639,High
Gumbud,1640,High
Guntersville,1641,High
Gunthertown,1642,High
Gurley,1643,High
Gulf Shores,1644,High
Gulfcrest,1645,High
Gulf Highlands,1646,High
Gurnee,1647,High
Gurnee Junction,1648,High
Guthery Crossroads,1649,High
Hackleburg,1650,High
Hackneyville,1651,High
Hacoda,1652,High
Haden,1653,High
Hagler,1654,High
Halawaka,1655,High
Haleburg,1656,High
Haleyville,1657,High
Half Acre,1658,High
Half Chance,1659,High
Hall Creek,1660,High
Hall Grove,1661,High
Hall Valley,1662,High
Hallingworth,1663,High
Halls Chapel,1664,High
Halls Crossroads,1665,High
Hallsville,1666,High
Halltown,1667,High
Halso Mill,1668,High
Halsell,1669,High
Hamburg,1670,High
Hamilton,1671,High
Hamilton Crossroads,1672,High
Hammac,1673,High
Hammondville,1674,High
Hamner,1675,High
Hamner Estates,1676,High
Hampden,1677,High
Hampton,1678,High
Hanceville,1679,High
Hancock Crossroads,1680,High
Hannah,1681,High
Hannon,1682,High
Hanover,1683,High
Happy Hill,1684,High
Happy Hollow,1685,High
Hardaway,1686,High
Hardwick,1687,High
Hardy,1688,High
Hardwickburg,1689,High
Harkins Crossroads,1690,High
Harkness Crossroads,1691,High
Harlem Heights,1692,High
Harmon,1693,High
Harmon Crossroads,1694,High
Harmony,1695,High
Harper Hill,1696,High
Harpers Store,1697,High
Harpersville,1698,High
Harrell,1699,High
Harriman Park,1700,High
Harris,1701,High
Harris Station,1702,High
Harrisburg,1703,High
Harrogate Springs,1704,High
Hartford,1705,High
Harrisville,1706,High
Hartselle,1707,High
Harvest,1708,High
Harwood Heights,1709,High
Hatchechubbee,1710,High
Hatchet,1711,High
Hatchet Creek,1712,High
Hatters,1713,High
Hatton,1714,High
Havana,1715,High
Hawk,1716,High
Hawthorn,1717,High
Hayden,1718,High
Hayes,1719,High
Hayes Crossing,1720,High
Hayes Highland,1721,High
Haynes,1722,High
Hawkins Ford,1723,High
Hawkinsville,1724,High
Hawk Pride,1725,High
Haynes Crossing,1726,High
Haynes Crossroad,1727,High
Hayneville,1728,High
Hays Ford,1729,High
Hays Mill,1730,High
Haysland Estates,1731,High
Haywood,1732,High
Hazel Green,1733,High
Hazen,1734,High
Headland,1735,High
Healing Springs,1736,High
Heath,1737,High
Heatherwood,1738,High
Hebron,1739,High
Hector,1740,High
Heflin,1741,High
Heiberger,1742,High
Helena,1743,High
Helicon,1744,High
Henagar,1745,High
Henderson,1746,High
Hendrick Mill,1747,High
Hendrix,1748,High
Hendrixville,1749,High
Henryville,1750,High
Henson Springs,1751,High
Hepsidam,1752,High
Hephzibah,1753,High
Hepzibah,1754,High
Herbert,1755,High
Heritage Oaks,1756,High
Heron Bay,1757,High
Hester Heights,1758,High
Hestle,1759,High
Hickory,1760,High
Hickory Grove,1761,High
Hickory Hills,1762,High
Hickory Ridge,1763,High
Hickory Ridge Estates,1764,High
Hicks,1765,High
Hicks Hill,1766,High
Hidden Valley,1767,High
Hide Away Acres,1768,High
Hideaway Hills,1769,High
Higdon,1770,High
High Bluff,1771,High
High Level,1772,High
High Pine,1773,High
High Point,1774,High
High Ridge,1775,High
High Rock,1776,High
High Shoals,1777,High
Highfalls,1778,High
Highland,1779,High
Highland Crest,1780,High
Highland Home,1781,High
Highland Lake,1782,High
Highlands,1783,High
Highmound,1784,High
Highnote,1785,High
Hightogy,1786,High
Hightower,1787,High
Highview,1788,High
Hill Number 1,1789,High
Hill Number 2,1790,High
Hill Top,1791,High
Hillandale,1792,High
Hillcrest,1793,High
Hillcrest Estates,1794,High
Hilliard,1795,High
Hillman,1796,High
Hillman Gardens,1797,High
Hillman Park,1798,High
Hillsboro,1799,High
Hilltop,1800,High
Hillsdale,1801,High
Hillview,1802,High
Hillwood,1803,High
Hines,1804,High
Hinton,1805,High
Hirsch,1806,High
Hissop,1807,High
Hixon,1808,High
Hoagtown,1809,High
Hobbie Farm,1810,High
Hobbs Island,1811,High
Hobdy,1812,High
Hobgood,1813,High
Hoboken,1814,High
Hobson,1815,High
Hobson City,1816,High
Hodge,1817,High
Hodges,1818,High
Hodgewood,1819,High
Hodgesville,1820,High
Hog Jaw,1821,High
Hogglesville,1822,High
Hokes Bluff,1823,High
Holiday Gardens,1824,High
Holiday Park Estates,1825,High
Holiday Village,1826,High
Holland Gin,1827,High
Holley Crossroads,1828,High
Holley Store,1829,High
Hollingsworth,1830,High
Hollins,1831,High
Hollis Crossroads,1832,High
Holloway,1833,High
Holly Grove,1834,High
Holly Hills,1835,High
Holly Pond,1836,High
Holly Springs,1837,High
Hollytree,1838,High
Hollywood,1839,High
Holman,1840,High
Holman Crossroads,1841,High
Holt,1842,High
Holtville,1843,High
Holy Trinity,1844,High
Homestead,1845,High
Homewood,1846,High
Honoraville,1847,High
Hood,1848,High
Hoods Crossroads,1849,High
Hooks,1850,High
Hooks Crossroads,1851,High
Hooper City,1852,High
Hoover,1853,High
Hope Hull,1854,High
Hopeful,1855,High
Hopewell,1856,High
Hopkins,1857,High
Hopper,1858,High
Horn Hill,1859,High
Hornady,1860,High
Hornsbytown,1861,High
Horton,1862,High
Hortons Mill,1863,High
Hotamville,1864,High
Houston Corner,1865,High
Houstontown,1866,High
Houstonville,1867,High
Howard,1868,High
Howard Landing,1869,High
Howe,1870,High
Howells,1871,High
Howells Cove,1872,High
Howells Crossroads,1873,High
Howelton,1874,High
Howton,1875,High
Hubbard,1876,High
Hubbard Landing,1877,High
Hubbertville,1878,High
Huckaville,1879,High
Hudson Gardens,1880,High
Hudson Grove,1881,High
Hudson Settlement,1882,High
Hueytown,1883,High
Hueytown Crest,1884,High
Huffman,1885,High
Huffman Gardens,1886,High
Hughes Mill,1887,High
Hugley,1888,High
Hugo,1889,High
Huguley,1890,High
Hulaco,1891,High
Hull,1892,High
Humoro,1893,High
Humpton,1894,High
Hundred Oaks,1895,High
Hunter,1896,High
Huntsville Park,1897,High
Hurley,1898,High
Hurricane,1899,High
Hurtsboro,1900,High
Hustleville,1901,High
Huxford,1902,High
Hyatt,1903,High
Hybart,1904,High
Hycutt,1905,High
Hyde Park,1906,High
Hyram,1907,High
Hytop,1908,High
Ider,1909,High
Incline,1910,High
Independence,1911,High
Indian Hill,1912,High
Indian Shoals,1913,High
Indian Springs,1914,High
Indian Springs Village,1915,High
Industrial City,1916,High
Industry,1917,High
Ingate,1918,High
Ingle Terrace,1919,High
Inglenook,1920,High
Ingram,1921,High
Ingram Wells,1922,High
Inland Junction,1923,High
Inmanfield,1924,High
Innsbrooke,1925,High
Ino,1926,High
Intercourse,1927,High
Interurban Heights,1928,High
Inverness,1929,High
Inverness Cliffs,1930,High
Inverness Point,1931,High
Ironaton,1932,High
Iron City,1933,High
Irondale,1934,High
Ironville,1935,High
Irvington,1936,High
Isabella,1937,High
Isbell,1938,High
Ishkooda,1939,High
Island Landing,1940,High
Isney,1941,High
Italian Town,1942,High
Ivalee,1943,High
Ivanhoe,1944,High
Ivy Creek,1945,High
Jachin,1946,High
Jack,1947,High
Jack Springs,1948,High
Jackson,1949,High
Jackson Heights,1950,High
Jackson Oak,1951,High
Jackson Quarters,1952,High
Jackson Spur,1953,High
Jacksonburg,1954,High
Jacksons Gap,1955,High
Jacksons Lake,1956,High
Jamback,1957,High
James,1958,High
Jamestown,1959,High
Jamesville,1960,High
Janes Mill,1961,High
Jasper,1962,High
Java,1963,High
Jay Villa,1964,High
Jeddo,1965,High
Jeff,1966,High
Jefferson,1967,High
Jefferson Hills,1968,High
Jefferson Park,1969,High
Jemison,1970,High
Jena,1971,High
Jenifer,1972,High
Jenkins,1973,High
Jenkins Crossroads,1974,High
Jericho,1975,High
Jernigan,1976,High
Jerusalem,1977,High
Jesseton,1978,High
Jester,1979,High
Jet,1980,High
Joffre,1981,High
Johns,1982,High
Johnson,1983,High
Johnson Crossroads,1984,High
Johnson Landing,1985,High
Johnsons Crossing,1986,High
Johnsons Mill,1987,High
Johnsonville,1988,High
Johnstown,1989,High
Joinertown,1990,High
Jon,1991,High
Jones,1992,High
Jones Chapel,1993,High
Jones Crossroads,1994,High
Jones Mill,1995,High
Jones Valley,1996,High
Jones Valley Estates,1997,High
Jonesboro,1998,High
Jonesview,1999,High
Jonesville,2000,High
Jonny Smith Subdivision,2001,High
Joppa,2002,High
Joquin,2003,High
Jordan,2004,High
Jordan Chapel,2005,High
Jordans Mill,2006,High
Joseph Springs,2007,High
Josephine,2008,High
Josie,2009,High
Joy,2010,High
Judson,2011,High
Jumbo,2012,High
Kahatchee,2013,High
Kalem,2014,High
Kaylor,2015,High
Keego,2016,High
Keener,2017,High
Keith,2018,High
Kellar Quarry Landing,2019,High
Kellerman,2020,High
Kansas,2021,High
Kaolin,2022,High
Kalona,2023,High
Kelly,2024,High
Kelly Springs,2025,High
Kellys Crossroads,2026,High
Kellyton,2027,High
Kendall Crossroads,2028,High
Kennedy,2029,High
Kent,2030,High
Kentuck,2031,High
Kershaw,2032,High
Ketona,2033,High
Kewahatchie,2034,High
Key,2035,High
Keys Mill,2036,High
Keyno,2037,High
Key Hill,2038,High
Keysburg,2039,High
Keystone,2040,High
Keyton,2041,High
Keytons,2042,High
Kid,2043,High
Kilby,2044,High
Kilgore,2045,High
Killen,2046,High
Killian Mill,2047,High
Killough Springs,2048,High
Kilpatrick,2049,High
Kimberly,2050,High
Kimbrell,2051,High
Kimbrough,2052,High
Kimbrough Crossroads,2053,High
Kincheon,2054,High
Kingdom Crossroads,2055,High
Kings,2056,High
Kings Chapel,2057,High
Kings Landing,2058,High
Kings Log Landing,2059,High
Kings Mill,2060,High
Kingston,2061,High
Kingsway Terrace,2062,High
Kingtown,2063,High
Kingville,2064,High
Kinsey,2065,High
Kinston,2066,High
Kinterbish,2067,High
Kiowa,2068,High
Kirbytown,2069,High
Kirewakra,2070,High
Kirk,2071,High
Kirkland,2072,High
Kirklands Crossroads,2073,High
Kirkpatrick Landing,2074,High
Kirks Grove,2075,High
Kitchens Mill,2076,High
Klein,2077,High
Klondike,2078,High
Knightens Crossroads,2079,High
Knoxville,2080,High
Knoxwood,2081,High
Koenton,2082,High
Kowaliga,2083,High
Kushla,2084,High
Kyles,2085,High
Kymulga,2086,High
La Place,2087,High
Kyuka,2088,High
Labuco,2089,High
Laceys Chapel,2090,High
Laceys Spring,2091,High
Lacon,2092,High
Ladiga,2093,High
Ladonia,2094,High
Lafayette,2095,High
Lake Bend Landing,2096,High
Lake Coves,2097,High
Lake Drive Estates,2098,High
Lake Highlands,2099,High
Lake Howard,2100,High
Lake Joy,2101,High
Lake Purdy,2102,High
Lake Robinwood Subdivision,2103,High
Lake Shore Estates,2104,High
Lake Shore Subdivision,2105,High
Lake View,2106,High
Lakeside Acres,2107,High
Lakeside Highlands,2108,High
Lakeview,2109,High
Lakeview Estates,2110,High
Lakewood Estate,2111,High
Lakewood Estates,2112,High
Lakewood Hills,2113,High
Lamar,2114,High
Lambert,2115,High
Lambert Grove,2116,High
Lakeview Park,2117,High
Lakewood,2118,High
Lakeview Highlands,2119,High
Lamison,2120,High
Lamont Court,2121,High
Land,2122,High
Landersville,2123,High
Lands Crossroads,2124,High
Lane Springs,2125,High
Lanett,2126,High
Laney,2127,High
Laneville,2128,High
Langston,2129,High
Langston Ford,2130,High
Laniers,2131,High
Lapine,2132,High
Lardent,2133,High
Larkin,2134,High
Larkwood,2135,High
Larkinsville,2136,High
Lasca,2137,High
Latham,2138,High
Lathamville,2139,High
Lathrop,2140,High
Lato,2141,High
Laton Hill,2142,High
Lattiwood,2143,High
Lauderdale Beach,2144,High
Laurel Shanty Landing,2145,High
Laurendine,2146,High
Lavaca,2147,High
Lawley,2148,High
Lawrence,2149,High
Lawngate,2150,High
Lawrenceville,2151,High
Lawson,2152,High
Lawson Ford,2153,High
Lawsontown,2154,High
Lay Springs,2155,High
Lazy Living Acres,2156,High
Lazy V Lake Acres,2157,High
Le Grand,2158,High
Le Moyne,2159,High
Leatherwood,2160,High
Lebanon,2161,High
Lecta,2162,High
Ledbetter,2163,High
Ledbetters,2164,High
Lee,2165,High
Lee Crossroads,2166,High
Leeds,2167,High
Lees Park,2168,High
Leesburg,2169,High
Leesdale,2170,High
Leggett Landing,2171,High
Leggtown,2172,High
Lehigh,2173,High
Leighton,2174,High
Lennon Hill,2175,High
Lenoir Landing,2176,High
Lenox,2177,High
Lentzville,2178,High
Leon,2179,High
Leonard,2180,High
Lester,2181,High
Leroy,2182,High
Letcher,2183,High
Letchers,2184,High
Letohatchee,2185,High
Letson Settlement,2186,High
Level Plains,2187,High
Levert,2188,High
Lewis,2189,High
Lewisburg,2190,High
Lewiston,2191,High
Lexington,2192,High
Leydens Mill,2193,High
Liberty,2194,High
Liberty City,2195,High
Liberty Crossroads,2196,High
Liberty Grove,2197,High
Liberty Highlands,2198,High
Liberty Hill,2199,High
Libertyville,2200,High
Lickskillet,2201,High
Lightwood,2202,High
Ligon Springs,2203,High
Lilita,2204,High
Lillian,2205,High
Lim Rock,2206,High
Lime,2207,High
Lime Kiln,2208,High
